Country,State,Admin,Lat,Long,Population,Region,Continent
US,Oregon,Crook,44.14230227,-120.356297,24404,Northern America,Northern America
US,Oregon,Curry,42.45911325,-124.157282,22925,Northern America,Northern America
US,Oregon,Deschutes,43.91570171,-121.2289121,197692,Northern America,Northern America
US,Oregon,Douglas,43.27941273,-123.167291,110980,Northern America,Northern America
US,Oregon,Gilliam,45.37160076,-120.2048869,1912,Northern America,Northern America
US,Oregon,Grant,44.49024544,-119.0068631,7199,Northern America,Northern America
US,Oregon,Harney,43.06422669,-118.9666306,7393,Northern America,Northern America
US,Oregon,Hood River,45.51872811,-121.6552036,23382,Northern America,Northern America
US,Oregon,Jackson,42.43201126,-122.7289309,220944,Northern America,Northern America
US,Oregon,Jefferson,44.62806839,-121.17832,24658,Northern America,Northern America
US,Oregon,Josephine,42.3665549,-123.5561938,87487,Northern America,Northern America
US,Oregon,Klamath,42.68762984,-121.6496461,68238,Northern America,Northern America
US,Oregon,Lake,42.79246693,-120.3850163,7869,Northern America,Northern America
US,Oregon,Lane,43.93727035,-122.847753,382067,Northern America,Northern America
US,Oregon,Lincoln,44.64252874,-123.869912,49962,Northern America,Northern America
US,Oregon,Linn,44.48899494,-122.5373154,129749,Northern America,Northern America
US,Oregon,Malheur,43.1937027,-117.6227395,30571,Northern America,Northern America
US,Oregon,Marion,44.90287942,-122.5815117,347818,Northern America,Northern America
US,Oregon,Morrow,45.41846568,-119.584546,11603,Northern America,Northern America
US,Oregon,Multnomah,45.54747959,-122.4169351,812855,Northern America,Northern America
US,Oregon,Polk,44.90322804,-123.4128888,86085,Northern America,Northern America
US,Oregon,Sherman,45.41501554,-120.6827834,1780,Northern America,Northern America
US,Oregon,Tillamook,45.46248721,-123.712066,27036,Northern America,Northern America
US,Oregon,Umatilla,45.59073056,-118.7353826,77950,Northern America,Northern America
US,Oregon,Union,45.30915495,-118.0068979,26835,Northern America,Northern America
US,Oregon,Wallowa,45.57894064,-117.183538,7208,Northern America,Northern America
US,Oregon,Wasco,45.16292781,-121.1670954,26682,Northern America,Northern America
US,Oregon,Washington,45.55972701,-123.0955257,601592,Northern America,Northern America
US,Oregon,Wheeler,44.72698162,-120.0281427,1332,Northern America,Northern America
US,Oregon,Yamhill,45.23330449,-123.3086963,107100,Northern America,Northern America
US,Pennsylvania,Adams,39.87140411,-77.21610347,103009,Northern America,Northern America
US,Pennsylvania,Allegheny,40.46809875,-79.98167747,1216045,Northern America,Northern America
US,Pennsylvania,Armstrong,40.81665618,-79.46290811,64735,Northern America,Northern America
US,Pennsylvania,Beaver,40.6825484,-80.34921611,163929,Northern America,Northern America
US,Pennsylvania,Bedford,40.00522157,-78.48998442,47888,Northern America,Northern America
US,Pennsylvania,Berks,40.41570541,-75.92457766,421164,Northern America,Northern America
US,Pennsylvania,Blair,40.47961444,-78.34917412,121829,Northern America,Northern America
US,Pennsylvania,Bradford,41.78869215,-76.51570822,60323,Northern America,Northern America
US,Pennsylvania,Bucks,40.33682119,-75.10836643,628270,Northern America,Northern America
US,Pennsylvania,Butler,40.91152759,-79.91351055,187853,Northern America,Northern America
US,Pennsylvania,Cambria,40.49527404,-78.71377428,130192,Northern America,Northern America
US,Pennsylvania,Cameron,41.43625568,-78.20376845,4447,Northern America,Northern America
US,Pennsylvania,Carbon,40.91545395,-75.7068525,64182,Northern America,Northern America
US,Pennsylvania,Centre,40.92058903,-77.82200624,162385,Northern America,Northern America
US,Pennsylvania,Chester,39.97291773,-75.74768357,524989,Northern America,Northern America
US,Pennsylvania,Clarion,41.19265812,-79.42413524,38438,Northern America,Northern America
US,Pennsylvania,Clearfield,41.00110782,-78.47592663,79255,Northern America,Northern America
US,Pennsylvania,Clinton,41.23255967,-77.63785995,38632,Northern America,Northern America
US,Pennsylvania,Columbia,41.04821986,-76.40565017,64964,Northern America,Northern America
US,Pennsylvania,Crawford,41.68447709,-80.10760592,84629,Northern America,Northern America
US,Pennsylvania,Cumberland,40.1625372,-77.26130755,253370,Northern America,Northern America
US,Pennsylvania,Dauphin,40.41377078,-76.77993242,278299,Northern America,Northern America
US,Pennsylvania,Delaware,39.91680171,-75.40243663,566747,Northern America,Northern America
US,Pennsylvania,Elk,41.42822061,-78.64524744,29910,Northern America,Northern America
US,Pennsylvania,Erie,41.99253829,-80.03301954,269728,Northern America,Northern America
US,Pennsylvania,Fayette,39.92041012,-79.64291195,129274,Northern America,Northern America
US,Pennsylvania,Forest,41.51095103,-79.23229292,7247,Northern America,Northern America
US,Pennsylvania,Franklin,39.92956518,-77.72157791,155027,Northern America,Northern America
US,Pennsylvania,Fulton,39.92913544,-78.11163677,14530,Northern America,Northern America
US,Pennsylvania,Greene,39.85746531,-80.22357106,36233,Northern America,Northern America
US,Pennsylvania,Huntingdon,40.42162652,-77.97673273,45144,Northern America,Northern America
US,Pennsylvania,Indiana,40.65241041,-79.08963285,84073,Northern America,Northern America
US,Pennsylvania,Jefferson,41.12913106,-78.9986361,43425,Northern America,Northern America
US,Pennsylvania,Juniata,40.53358749,-77.3997513,24763,Northern America,Northern America
US,Pennsylvania,Lackawanna,41.43564672,-75.60379201,209674,Northern America,Northern America
US,Pennsylvania,Lancaster,40.03904563,-76.24770128,545724,Northern America,Northern America
US,Pennsylvania,Lawrence,40.99206278,-80.33393706,85512,Northern America,Northern America
US,Pennsylvania,Lebanon,40.36680311,-76.45651841,141793,Northern America,Northern America
US,Pennsylvania,Lehigh,40.6154815,-75.59435245,369318,Northern America,Northern America
US,Pennsylvania,Luzerne,41.17823008,-75.98447579,317417,Northern America,Northern America
US,Pennsylvania,Lycoming,41.34310539,-77.06629984,113299,Northern America,Northern America
US,Pennsylvania,McKean,41.80938602,-78.56478358,40625,Northern America,Northern America
US,Pennsylvania,Mercer,41.30248872,-80.25816981,109424,Northern America,Northern America
US,Pennsylvania,Mifflin,40.61116939,-77.61070738,46138,Northern America,Northern America
US,Pennsylvania,Monroe,41.05934058,-75.34031025,170271,Northern America,Northern America
US,Pennsylvania,Montgomery,40.21053671,-75.36652296,830915,Northern America,Northern America
US,Pennsylvania,Montour,41.03023987,-76.66345939,18230,Northern America,Northern America
US,Pennsylvania,Northampton,40.75182733,-75.30471829,305285,Northern America,Northern America
US,Pennsylvania,Northumberland,40.84785433,-76.70798222,90843,Northern America,Northern America
US,Pennsylvania,Perry,40.40206612,-77.26297447,46272,Northern America,Northern America
US,Pennsylvania,Philadelphia,40.00338507,-75.1379271,1584064,Northern America,Northern America
US,Pennsylvania,Pike,41.33155042,-75.03208106,55809,Northern America,Northern America
US,Pennsylvania,Potter,41.74471626,-77.89559864,16526,Northern America,Northern America
US,Pennsylvania,Schuylkill,40.70497338,-76.2150785,141359,Northern America,Northern America
US,Pennsylvania,Snyder,40.77129231,-77.06840691,40372,Northern America,Northern America
US,Pennsylvania,Somerset,39.97172723,-79.02699593,73447,Northern America,Northern America
US,Pennsylvania,Sullivan,41.44634738,-76.51246591,6066,Northern America,Northern America
US,Pennsylvania,Susquehanna,41.82147784,-75.80071959,40328,Northern America,Northern America
US,Pennsylvania,Tioga,41.77255149,-77.25433032,40591,Northern America,Northern America
US,Pennsylvania,Union,40.96188846,-77.05996014,44923,Northern America,Northern America
US,Pennsylvania,Venango,41.40323442,-79.75845449,50668,Northern America,Northern America
US,Pennsylvania,Warren,41.81304978,-79.26969577,39191,Northern America,Northern America
US,Pennsylvania,Washington,40.19208869,-80.24582867,206865,Northern America,Northern America
US,Pennsylvania,Wayne,41.64938475,-75.29956506,51361,Northern America,Northern America
US,Pennsylvania,Westmoreland,40.3137798,-79.46615476,348899,Northern America,Northern America
US,Pennsylvania,Wyoming,41.51955538,-76.01074915,26794,Northern America,Northern America
US,Pennsylvania,York,39.9210089,-76.73040131,449058,Northern America,Northern America
US,Rhode Island,Bristol,41.71018079,-71.28652315,48479,Northern America,Northern America
US,Rhode Island,Kent,41.67106337,-71.57641596,164292,Northern America,Northern America
US,Rhode Island,Newport,41.5642026,-71.26569799,82082,Northern America,Northern America
US,Rhode Island,Providence,41.87064746,-71.57753536,638931,Northern America,Northern America
US,Rhode Island,Washington,41.45961631,-71.61435303,125577,Northern America,Northern America
US,South Carolina,Abbeville,34.22333378,-82.46170658,24527,Northern America,Northern America
US,South Carolina,Aiken,33.54338026,-81.63645384,170872,Northern America,Northern America
US,South Carolina,Allendale,32.98837386,-81.35321066,8688,Northern America,Northern America
US,South Carolina,Anderson,34.51828081,-82.63959517,202558,Northern America,Northern America
US,South Carolina,Bamberg,33.21927586,-81.05659969,14066,Northern America,Northern America
US,South Carolina,Barnwell,33.26679302,-81.43584352,20866,Northern America,Northern America
US,South Carolina,Beaufort,32.39226291,-80.72619758,192122,Northern America,Northern America
US,South Carolina,Berkeley,33.20222596,-79.94654523,227907,Northern America,Northern America
US,South Carolina,Calhoun,33.66926881,-80.77722168,14553,Northern America,Northern America
US,South Carolina,Charleston,32.82487866,-79.96512315,411406,Northern America,Northern America
US,South Carolina,Cherokee,35.05122251,-81.61828622,57300,Northern America,Northern America
US,South Carolina,Chester,34.69249168,-81.1583216,32244,Northern America,Northern America
US,South Carolina,Chesterfield,34.64137396,-80.1564014,45650,Northern America,Northern America
US,South Carolina,Clarendon,33.66610974,-80.21647898,33745,Northern America,Northern America
US,South Carolina,Colleton,32.87582989,-80.67641292,37677,Northern America,Northern America
US,South Carolina,Darlington,34.33358335,-79.96027485,66618,Northern America,Northern America
US,South Carolina,Dillon,34.39007791,-79.37741872,30479,Northern America,Northern America
US,South Carolina,Dorchester,33.0794369,-80.40502652,162809,Northern America,Northern America
US,South Carolina,Edgefield,33.77221995,-81.96231108,27260,Northern America,Northern America
US,South Carolina,Fairfield,34.39287073,-81.1195624,22347,Northern America,Northern America
US,South Carolina,Florence,34.02361754,-79.70189312,138293,Northern America,Northern America
US,South Carolina,Georgetown,33.43443342,-79.33202141,62680,Northern America,Northern America
US,South Carolina,Greenville,34.89502264,-82.37295012,523542,Northern America,Northern America
US,South Carolina,Greenwood,34.15272415,-82.12715789,70811,Northern America,Northern America
US,South Carolina,Hampton,32.77419582,-81.13845571,19222,Northern America,Northern America
US,South Carolina,Horry,33.9212828,-78.99555293,354081,Northern America,Northern America
US,South Carolina,Jasper,32.43171982,-81.02487495,30073,Northern America,Northern America
US,South Carolina,Kershaw,34.33988254,-80.58763164,66551,Northern America,Northern America
US,South Carolina,Lancaster,34.68270843,-80.70513032,98012,Northern America,Northern America
US,South Carolina,Laurens,34.48244419,-82.00490796,67493,Northern America,Northern America
US,South Carolina,Lee,34.16393091,-80.25690731,16828,Northern America,Northern America
US,South Carolina,Lexington,33.89665987,-81.27146426,298750,Northern America,Northern America
US,South Carolina,McCormick,33.90161443,-82.30794338,9463,Northern America,Northern America
US,South Carolina,Marion,34.07859748,-79.36400756,30657,Northern America,Northern America
US,South Carolina,Marlboro,34.59905577,-79.67561152,26118,Northern America,Northern America
US,South Carolina,Newberry,34.28629098,-81.59935761,38440,Northern America,Northern America
US,South Carolina,Oconee,34.75225169,-83.06742317,79546,Northern America,Northern America
US,South Carolina,Orangeburg,33.4391073,-80.79886287,86175,Northern America,Northern America
US,South Carolina,Pickens,34.88807695,-82.72791551,126884,Northern America,Northern America
US,South Carolina,Richland,34.01791263,-80.90267209,415759,Northern America,Northern America
US,South Carolina,Saluda,34.00795823,-81.72713237,20473,Northern America,Northern America
US,South Carolina,Spartanburg,34.92960077,-81.99225984,319785,Northern America,Northern America
US,South Carolina,Sumter,33.91826534,-80.37942316,106721,Northern America,Northern America
US,South Carolina,Union,34.68835752,-81.61730349,27316,Northern America,Northern America
US,South Carolina,Williamsburg,33.62190129,-79.72767442,30368,Northern America,Northern America
US,South Carolina,York,34.97281497,-81.18085944,280979,Northern America,Northern America
US,South Dakota,Aurora,43.71757685,-98.56050467,2751,Northern America,Northern America
US,South Dakota,Beadle,44.41464384,-98.27858469,18453,Northern America,Northern America
US,South Dakota,Bennett,43.19486375,-101.6665572,3365,Northern America,Northern America
US,South Dakota,Bon Homme,42.98914167,-97.88592746,6901,Northern America,Northern America
US,South Dakota,Brookings,44.36974375,-96.79079945,35077,Northern America,Northern America
US,South Dakota,Brown,45.58994323,-98.35165355,38839,Northern America,Northern America
US,South Dakota,Brule,43.71756379,-99.08118954,5297,Northern America,Northern America
US,South Dakota,Buffalo,44.07657829,-99.20814467,1962,Northern America,Northern America
US,South Dakota,Butte,44.90608745,-103.5079318,10429,Northern America,Northern America
US,South Dakota,Campbell,45.77074915,-100.0510181,1376,Northern America,Northern America
US,South Dakota,Charles Mix,43.20660134,-98.58856175,9292,Northern America,Northern America
US,South Dakota,Clark,44.85834507,-97.72925109,3736,Northern America,Northern America
US,South Dakota,Clay,42.91296147,-96.97656917,14070,Northern America,Northern America
US,South Dakota,Codington,44.97788119,-97.18827677,28009,Northern America,Northern America
US,South Dakota,Corson,45.70889983,-101.1970473,4086,Northern America,Northern America
US,South Dakota,Custer,43.67741105,-103.4534521,8972,Northern America,Northern America
US,South Dakota,Davison,43.67490933,-98.14458906,19775,Northern America,Northern America
US,South Dakota,Day,45.367281,-97.60737498,5424,Northern America,Northern America
US,South Dakota,Deuel,44.75994309,-96.66943645,4351,Northern America,Northern America
US,South Dakota,Dewey,45.15639647,-100.8709139,5892,Northern America,Northern America
US,South Dakota,Douglas,43.38520741,-98.36978007,2921,Northern America,Northern America
US,South Dakota,Edmunds,45.41846445,-99.21545423,3829,Northern America,Northern America
US,South Dakota,Fall River,43.23929297,-103.5275691,6713,Northern America,Northern America
US,South Dakota,Faulk,45.07082625,-99.14535601,2299,Northern America,Northern America
US,South Dakota,Grant,45.1723937,-96.77002276,7052,Northern America,Northern America
US,South Dakota,Gregory,43.19419064,-99.18883902,4185,Northern America,Northern America
US,South Dakota,Haakon,44.29299053,-101.539099,1899,Northern America,Northern America
US,South Dakota,Hamlin,44.67385954,-97.18829593,6164,Northern America,Northern America
US,South Dakota,Hand,44.54708407,-99.00386459,3191,Northern America,Northern America
US,South Dakota,Hanson,43.6746384,-97.78715148,3453,Northern America,Northern America
US,South Dakota,Harding,45.58015551,-103.4958629,1298,Northern America,Northern America
US,South Dakota,Hughes,44.39091534,-99.99661148,17526,Northern America,Northern America
US,South Dakota,Hutchinson,43.33449012,-97.75536441,7291,Northern America,Northern America
US,South Dakota,Hyde,44.54747703,-99.48572582,1301,Northern America,Northern America
US,South Dakota,Jackson,43.69318385,-101.6255063,3344,Northern America,Northern America
US,South Dakota,Jerauld,44.06637798,-98.62965972,2013,Northern America,Northern America
US,South Dakota,Jones,43.96278565,-100.6940008,903,Northern America,Northern America
US,South Dakota,Kingsbury,44.36956169,-97.4913945,4939,Northern America,Northern America
US,South Dakota,Lake,44.02193107,-97.12926365,12797,Northern America,Northern America
US,South Dakota,Lawrence,44.35919441,-103.7929428,25844,Northern America,Northern America
US,South Dakota,Lincoln,43.27841182,-96.7203905,61128,Northern America,Northern America
US,South Dakota,Lyman,43.89522709,-99.85201878,3781,Northern America,Northern America
US,South Dakota,McCook,43.6742571,-97.36863144,5586,Northern America,Northern America
US,South Dakota,McPherson,45.76626028,-99.22118798,2379,Northern America,Northern America
US,South Dakota,Marshall,45.75870838,-97.59855639,4935,Northern America,Northern America
US,South Dakota,Meade,44.56676791,-102.7162741,28332,Northern America,Northern America
US,South Dakota,Mellette,43.58078848,-100.7563186,2061,Northern America,Northern America
US,South Dakota,Miner,44.02197882,-97.60992207,2216,Northern America,Northern America
US,South Dakota,Minnehaha,43.67441641,-96.7910885,193134,Northern America,Northern America
US,South Dakota,Moody,44.02266214,-96.67081159,6576,Northern America,Northern America
US,South Dakota,Oglala Lakota,43.33749164,-102.5555498,14177,Northern America,Northern America
US,South Dakota,Pennington,44.0025835,-102.8240777,113775,Northern America,Northern America
US,South Dakota,Perkins,45.49049506,-102.4755586,2865,Northern America,Northern America
US,South Dakota,Potter,45.06583079,-99.95498503,2153,Northern America,Northern America
US,South Dakota,Roberts,45.62975048,-96.94672673,10394,Northern America,Northern America
US,South Dakota,Sanborn,44.02351092,-98.0909816,2344,Northern America,Northern America
US,South Dakota,Spink,44.93837606,-98.34626602,6376,Northern America,Northern America
US,South Dakota,Stanley,44.41381872,-100.7349153,3098,Northern America,Northern America
US,South Dakota,Sully,44.71571812,-100.1278092,1391,Northern America,Northern America
US,South Dakota,Todd,43.19338568,-100.7195503,10177,Northern America,Northern America
US,South Dakota,Tripp,43.34459388,-99.8854891,5441,Northern America,Northern America
US,South Dakota,Turner,43.3109081,-97.14865776,8384,Northern America,Northern America
US,South Dakota,Union,42.83112163,-96.6557828,15932,Northern America,Northern America
US,South Dakota,Walworth,45.43019636,-100.0307514,5435,Northern America,Northern America
US,South Dakota,Yankton,43.00924485,-97.39467635,22814,Northern America,Northern America
US,South Dakota,Ziebach,44.97881876,-101.6654622,2756,Northern America,Northern America
US,Tennessee,Anderson,36.12684348,-84.19965764,76978,Northern America,Northern America
US,Tennessee,Bedford,35.51123746,-86.45549096,49713,Northern America,Northern America
US,Tennessee,Benton,36.07110411,-88.06849355,16160,Northern America,Northern America
US,Tennessee,Bledsoe,35.59942968,-85.20611967,15064,Northern America,Northern America
US,Tennessee,Blount,35.68938198,-83.92847788,133088,Northern America,Northern America
US,Tennessee,Bradley,35.15739424,-84.857186,108110,Northern America,Northern America
US,Tennessee,Campbell,36.40355516,-84.1510856,39842,Northern America,Northern America
US,Tennessee,Cannon,35.80990797,-86.05738983,14678,Northern America,Northern America
US,Tennessee,Carroll,35.97366108,-88.45189331,27767,Northern America,Northern America
US,Tennessee,Carter,36.28969086,-82.12588974,56391,Northern America,Northern America
US,Tennessee,Cheatham,36.26136216,-87.08903581,40667,Northern America,Northern America
US,Tennessee,Chester,35.42527478,-88.6095842,17297,Northern America,Northern America
US,Tennessee,Claiborne,36.48319149,-83.65947309,31959,Northern America,Northern America
US,Tennessee,Clay,36.55151008,-85.53930419,7615,Northern America,Northern America
US,Tennessee,Cocke,35.9278914,-83.11828725,36004,Northern America,Northern America
US,Tennessee,Coffee,35.49090731,-86.07311784,56520,Northern America,Northern America
US,Tennessee,Crockett,35.81830662,-89.14916269,14230,Northern America,Northern America
US,Tennessee,Cumberland,35.95271721,-84.99840585,60520,Northern America,Northern America
US,Tennessee,Davidson,36.17007426,-86.78646056,694144,Northern America,Northern America
US,Tennessee,Decatur,35.60048904,-88.11043779,11663,Northern America,Northern America
US,Tennessee,DeKalb,35.97616272,-85.83689361,20490,Northern America,Northern America
US,Tennessee,Dickson,36.14669837,-87.35891709,53948,Northern America,Northern America
US,Tennessee,Dyer,36.05931946,-89.41542855,37159,Northern America,Northern America
US,Tennessee,Fayette,35.19615831,-89.41399032,41133,Northern America,Northern America
US,Tennessee,Fentress,36.38128818,-84.92870012,18523,Northern America,Northern America
US,Tennessee,Franklin,35.15634626,-86.09201039,42208,Northern America,Northern America
US,Tennessee,Gibson,35.99438059,-88.93358327,49133,Northern America,Northern America
US,Tennessee,Giles,35.20222469,-87.03992678,29464,Northern America,Northern America
US,Tennessee,Grainger,36.27469206,-83.51254721,23320,Northern America,Northern America
US,Tennessee,Greene,36.17470125,-82.84691273,69069,Northern America,Northern America
US,Tennessee,Grundy,35.38433717,-85.72142731,13427,Northern America,Northern America
US,Tennessee,Hamblen,36.21990035,-83.26586179,64934,Northern America,Northern America
US,Tennessee,Hamilton,35.17670231,-85.16652245,367804,Northern America,Northern America
US,Tennessee,Hancock,36.52692871,-83.22375847,6620,Northern America,Northern America
US,Tennessee,Hardeman,35.20772017,-88.99161161,25050,Northern America,Northern America
US,Tennessee,Hardin,35.19732531,-88.18593755,25652,Northern America,Northern America
US,Tennessee,Hawkins,36.44355426,-82.94885298,56786,Northern America,Northern America
US,Tennessee,Haywood,35.58332824,-89.28536625,17304,Northern America,Northern America
US,Tennessee,Henderson,35.65581134,-88.38600175,28117,Northern America,Northern America
US,Tennessee,Henry,36.33160906,-88.30121797,32345,Northern America,Northern America
US,Tennessee,Hickman,35.80609681,-87.47643507,25178,Northern America,Northern America
US,Tennessee,Houston,36.28872054,-87.71878828,8201,Northern America,Northern America
US,Tennessee,Humphreys,36.03958805,-87.77992872,18582,Northern America,Northern America
US,Tennessee,Jackson,36.36380466,-85.67239905,11786,Northern America,Northern America
US,Tennessee,Jefferson,36.04818632,-83.45148924,54495,Northern America,Northern America
US,Tennessee,Johnson,36.4552395,-81.84886538,17788,Northern America,Northern America
US,Tennessee,Knox,35.99508821,-83.94635435,470313,Northern America,Northern America
US,Tennessee,Lake,36.3418017,-89.48921915,7016,Northern America,Northern America
US,Tennessee,Lauderdale,35.75893438,-89.6301591,25633,Northern America,Northern America
US,Tennessee,Lawrence,35.21675201,-87.39787695,44142,Northern America,Northern America
US,Tennessee,Lewis,35.52853208,-87.49022694,12268,Northern America,Northern America
US,Tennessee,Lincoln,35.13738622,-86.58910106,34366,Northern America,Northern America
US,Tennessee,Loudon,35.73939663,-84.31145275,54068,Northern America,Northern America
US,Tennessee,McMinn,35.42812616,-84.61520715,53794,Northern America,Northern America
US,Tennessee,McNairy,35.17468549,-88.5647812,25694,Northern America,Northern America
US,Tennessee,Macon,36.53157855,-86.00778595,24602,Northern America,Northern America
US,Tennessee,Madison,35.61181957,-88.84076036,97984,Northern America,Northern America
US,Tennessee,Marion,35.12997174,-85.62265895,28907,Northern America,Northern America
US,Tennessee,Marshall,35.45798777,-86.76420988,34375,Northern America,Northern America
US,Tennessee,Maury,35.6187413,-87.07462444,96387,Northern America,Northern America
US,Tennessee,Meigs,35.51558739,-84.81482914,12422,Northern America,Northern America
US,Tennessee,Monroe,35.44550387,-84.24902965,46545,Northern America,Northern America
US,Tennessee,Montgomery,36.49609412,-87.38550661,208993,Northern America,Northern America
US,Tennessee,Moore,35.27724699,-86.36230578,6488,Northern America,Northern America
US,Tennessee,Morgan,36.13248031,-84.64880098,21403,Northern America,Northern America
US,Tennessee,Obion,36.35732446,-89.14921589,30069,Northern America,Northern America
US,Tennessee,Overton,36.34117832,-85.28989535,22241,Northern America,Northern America
US,Tennessee,Perry,35.63708728,-87.86139634,8076,Northern America,Northern America
US,Tennessee,Pickett,36.55606529,-85.077633,5048,Northern America,Northern America
US,Tennessee,Polk,35.12245443,-84.52075859,16832,Northern America,Northern America
US,Tennessee,Putnam,36.14005459,-85.50646123,80245,Northern America,Northern America
US,Tennessee,Rhea,35.60536161,-84.93076643,33167,Northern America,Northern America
US,Tennessee,Roane,35.84923189,-84.52458689,53382,Northern America,Northern America
US,Tennessee,Robertson,36.52454807,-86.87346725,71813,Northern America,Northern America
US,Tennessee,Rutherford,35.84591405,-86.4107263,332285,Northern America,Northern America
US,Tennessee,Scott,36.42325673,-84.50360494,22068,Northern America,Northern America
US,Tennessee,Sequatchie,35.36979721,-85.41022136,15026,Northern America,Northern America
US,Tennessee,Sevier,35.78077323,-83.52244332,98250,Northern America,Northern America
US,Tennessee,Shelby,35.1864775,-89.89692423,937166,Northern America,Northern America
US,Tennessee,Smith,36.25359775,-85.95411046,20157,Northern America,Northern America
US,Tennessee,Stewart,36.50235092,-87.83920548,13715,Northern America,Northern America
US,Tennessee,Sullivan,36.51240691,-82.30412917,158348,Northern America,Northern America
US,Tennessee,Sumner,36.46824103,-86.45917204,191283,Northern America,Northern America
US,Tennessee,Tipton,35.501942,-89.73694895,61599,Northern America,Northern America
US,Tennessee,Trousdale,36.39026213,-86.16087954,11284,Northern America,Northern America
US,Tennessee,Unicoi,36.10890856,-82.43709629,17883,Northern America,Northern America
US,Tennessee,Union,36.28590426,-83.83651902,19972,Northern America,Northern America
US,Tennessee,Van Buren,35.69864497,-85.45221699,5872,Northern America,Northern America
US,Tennessee,Warren,35.6728299,-85.77969117,41277,Northern America,Northern America
US,Tennessee,Washington,36.29472368,-82.4945472,129375,Northern America,Northern America
US,Tennessee,Wayne,35.23868267,-87.78644456,16673,Northern America,Northern America
US,Tennessee,Weakley,36.29896232,-88.71990865,33328,Northern America,Northern America
US,Tennessee,White,35.92929884,-85.45591799,27345,Northern America,Northern America
US,Tennessee,Williamson,35.89099229,-86.89281867,238412,Northern America,Northern America
US,Tennessee,Wilson,36.15496772,-86.29775884,144657,Northern America,Northern America
US,Texas,Anderson,31.81534745,-95.65354823,57735,Northern America,Northern America
US,Texas,Andrews,32.30468633,-102.6376548,18705,Northern America,Northern America
US,Texas,Angelina,31.25457347,-94.60901487,86715,Northern America,Northern America
US,Texas,Aransas,28.10556197,-96.9995047,23510,Northern America,Northern America
US,Texas,Archer,33.61569967,-98.68754589,8553,Northern America,Northern America
US,Texas,Armstrong,34.96507426,-101.3574874,1887,Northern America,Northern America
US,Texas,Atascosa,28.89333001,-98.52730485,51153,Northern America,Northern America
US,Texas,Austin,29.88548725,-96.27736949,30032,Northern America,Northern America
US,Texas,Bailey,34.06854817,-102.8299707,7000,Northern America,Northern America
US,Texas,Bandera,29.74619598,-99.24598147,23112,Northern America,Northern America
US,Texas,Bastrop,30.10370699,-97.31206354,88723,Northern America,Northern America
US,Texas,Baylor,33.61640794,-99.21352901,3509,Northern America,Northern America
US,Texas,Bee,28.41761668,-97.74215593,32565,Northern America,Northern America
US,Texas,Bell,31.03736027,-97.4785025,362924,Northern America,Northern America
US,Texas,Bexar,29.44928723,-98.52019748,2003554,Northern America,Northern America
US,Texas,Blanco,30.26640707,-98.3999852,11931,Northern America,Northern America
US,Texas,Borden,32.74363984,-101.4316509,654,Northern America,Northern America
US,Texas,Bosque,31.89978581,-97.63613524,18685,Northern America,Northern America
US,Texas,Bowie,33.44626922,-94.41834132,93245,Northern America,Northern America
US,Texas,Brazoria,29.18757369,-95.44563172,374264,Northern America,Northern America
US,Texas,Brazos,30.6636448,-96.30205577,229211,Northern America,Northern America
US,Texas,Brewster,29.81008251,-103.2520326,9203,Northern America,Northern America
US,Texas,Briscoe,34.53026962,-101.2084947,1546,Northern America,Northern America
US,Texas,Brooks,27.03103197,-98.21808402,7093,Northern America,Northern America
US,Texas,Brown,31.77430356,-98.99907113,37864,Northern America,Northern America
US,Texas,Burleson,30.49273808,-96.62158484,18443,Northern America,Northern America
US,Texas,Burnet,30.78801353,-98.181887,48155,Northern America,Northern America
US,Texas,Caldwell,29.83668859,-97.61814775,43664,Northern America,Northern America
US,Texas,Calhoun,28.47048236,-96.61633945,21290,Northern America,Northern America
US,Texas,Callahan,32.29760619,-99.37326312,13943,Northern America,Northern America
US,Texas,Cameron,26.14524221,-97.48140372,423163,Northern America,Northern America
US,Texas,Camp,32.97195142,-94.97790104,13094,Northern America,Northern America
US,Texas,Carson,35.40365929,-101.3542669,5926,Northern America,Northern America
US,Texas,Cass,33.07499881,-94.34646905,30026,Northern America,Northern America
US,Texas,Castro,34.53016752,-102.2617243,7530,Northern America,Northern America
US,Texas,Chambers,29.70972016,-94.67154501,43837,Northern America,Northern America
US,Texas,Cherokee,31.837258,-95.16559897,52646,Northern America,Northern America
US,Texas,Childress,34.5293041,-100.2077916,7306,Northern America,Northern America
US,Texas,Clay,33.78686685,-98.20771198,10471,Northern America,Northern America
US,Texas,Cochran,33.60425307,-102.8284499,2853,Northern America,Northern America
US,Texas,Coke,31.88911733,-100.5297533,3387,Northern America,Northern America
US,Texas,Coleman,31.76736834,-99.45240766,8175,Northern America,Northern America
US,Texas,Collin,33.18820114,-96.57264368,1034730,Northern America,Northern America
US,Texas,Collingsworth,34.96489496,-100.2700111,2920,Northern America,Northern America
US,Texas,Colorado,29.622098,-96.5273805,21493,Northern America,Northern America
US,Texas,Comal,29.80811278,-98.27647225,156209,Northern America,Northern America
US,Texas,Comanche,31.94854689,-98.55876441,13635,Northern America,Northern America
US,Texas,Concho,31.32635934,-99.86473038,2726,Northern America,Northern America
US,Texas,Cooke,33.63979567,-97.21240912,41257,Northern America,Northern America
